book_id,title,author,isbn,genre,difficulty_band,reading_level,publication_year,page_count,average_rating
OL1100007W,Le Tour du Monde en Quatre-Vingts Jours,Jules Verne,,"[""fantasy"", ""science_fiction"", ""adventure"", ""science"", ""romance"", ""historical_fiction"", ""mystery""]",early_elementary,4.5,1900,150,4.0
OL15448W,The Princess and Curdie,George MacDonald,,"[""fantasy"", ""science_fiction"", ""art"", ""science""]",early_elementary,4.5,1900,150,4.0
OL24156W,The Strange Case of Dr. Jekyll and Mr. Hyde,Robert Louis Stevenson,,"[""fantasy"", ""science_fiction"", ""science"", ""horror"", ""historical_fiction"", ""mystery""]",early_elementary,4.5,1900,150,4.0
OL262596W,The Poison Belt,Arthur Conan Doyle,,"[""science_fiction"", ""mystery"", ""adventure"", ""science""]",late_elementary,6.0,1900,150,4.0
OL381550W,The Island of Dr. Moreau,H. G. Wells,,"[""science_fiction"", ""science"", ""horror"", ""art"", ""nature""]",early_elementary,4.5,1900,150,4.0
OL103123W,Fahrenheit 451,Ray Bradbury,,"[""science_fiction"", ""art"", ""horror"", ""science""]",late_elementary,6.0,1900,150,4.0
OL1089297W,The Prince,Niccolò Machiavelli,,"[""fantasy"", ""art"", ""historical_fiction"", ""science""]",late_elementary,6.0,1900,150,4.0
OL99499W,Five Children and It,Edith Nesbit,,"[""fantasy"", ""adventure"", ""historical_fiction""]",high_school,10.0,1900,150,4.0
OL259010W,A Midsummer Night's Dream,William Shakespeare,,"[""fantasy"", ""humor"", ""geography"", ""art"", ""romance"", ""historical_fiction""]",middle_school,7.0,1900,150,4.0
OL18396W,The Marvelous Land of Oz,L. Frank Baum,,"[""fantasy"", ""art"", ""adventure""]",early_elementary,4.5,1900,150,4.0
OL18415W,Ozma of Oz,L. Frank Baum,,"[""fantasy""]",early_elementary,4.5,1900,150,4.0
OL18409W,The Emerald City of Oz,L. Frank Baum,,"[""fantasy"", ""science_fiction"", ""science"", ""art"", ""nature""]",early_elementary,4.5,1900,150,4.0
OL18412W,Dorothy and the Wizard in Oz,L. Frank Baum,,"[""fantasy"", ""science_fiction"", ""adventure"", ""science"", ""art""]",early_elementary,4.5,1900,150,4.0
OL18411W,The Lost Princess of Oz,L. Frank Baum,,"[""fantasy""]",early_elementary,4.5,1900,150,4.0
OL407476W,The Story of the Amulet,Edith Nesbit,,"[""fantasy"", ""mystery"", ""adventure""]",early_elementary,4.5,1900,150,4.0
OL262358W,The Complete Life and Adventures of Santa Claus,L. Frank Baum,,"[""fantasy"", ""science_fiction"", ""adventure"", ""science"", ""biography"", ""art""]",early_elementary,4.5,1900,150,4.0
OL262390W,The Road to Oz,L. Frank Baum,,"[""fantasy""]",early_elementary,4.5,1900,150,4.0
OL262384W,The Sea Fairies,L. Frank Baum,,"[""fantasy"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL262421W,The Adventures of Sherlock Holmes [12 stories],Arthur Conan Doyle,,"[""mystery"", ""adventure"", ""art"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL472715W,The Mysterious Affair at Styles,Agatha Christie,,"[""mystery"", ""art""]",high_school,10.0,1900,150,4.0
OL76487W,The Man Who Was Thursday,Gilbert Keith Chesterton,,"[""fantasy"", ""mystery""]",late_elementary,6.0,1900,150,4.0
OL471789W,The Secret Adversary,Agatha Christie,,"[""mystery"", ""adventure""]",high_school,10.0,1900,150,4.0
OL8763148W,The mystery of Edwin Drood,Charles Dickens,,"[""mystery""]",late_elementary,6.0,1900,150,4.0
OL262452W,His Last Bow [8 stories],Arthur Conan Doyle,,"[""mystery"", ""adventure"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL23797W,The Riddle of the Sands,Erskine Childers,,"[""mystery"", ""adventure"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL38663W,Heart of Darkness,Joseph Conrad,,"[""adventure"", ""geography"", ""art"", ""romance"", ""historical_fiction"", ""mystery""]",early_elementary,4.5,1900,150,4.0
OL76501W,Greenmantle,John Buchan,,"[""mystery""]",late_elementary,6.0,1900,150,4.0
OL82563W,Harry Potter and the Philosopher's Stone,J. K. Rowling,,"[""fantasy"", ""science_fiction"", ""adventure"", ""science"", ""geography"", ""horror"", ""art"", ""historical_fiction"", ""mystery""]",middle_school,7.0,1900,150,4.0
OL1315930W,Trent's Last Case,E. C. Bentley,,"[""mystery""]",late_elementary,6.0,1900,150,4.0
OL76595W,Prester John,John Buchan,,"[""mystery"", ""adventure""]",late_elementary,6.0,1900,150,4.0
OL2234917W,Whose Body?,Dorothy L. Sayers,,"[""mystery""]",late_elementary,6.0,1900,150,4.0
OL176086W,Basil,Wilkie Collins,,"[""mystery""]",high_school,10.0,1900,150,4.0
OL176068W,The Black Robe,Wilkie Collins,,"[""mystery"", ""romance""]",late_elementary,6.0,1900,150,4.0
OL472073W,Murder on the Links,Agatha Christie,,"[""mystery"", ""historical_fiction""]",late_elementary,6.0,1900,150,4.0
OL6438811W,Fifty Candles,Earl Derr Biggers,,"[""mystery""]",late_elementary,6.0,1900,150,4.0
OL250352W,The Amateur Cracksman,E. W. Hornung,,"[""mystery""]",late_elementary,6.0,1900,150,4.0
OL66534W,Northanger Abbey,Jane Austen,,"[""horror"", ""romance"", ""historical_fiction""]",middle_school,7.0,1900,150,4.0
OL98501W,Ethan Frome,Edith Wharton,,"[""art"", ""romance"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL267096W,Anna Karenina,Лев Толстой,,"[""romance"", ""historical_fiction""]",high_school,10.0,1900,150,4.0
OL36287W,Le Comte de Monte Cristo,Alexandre Dumas,,"[""adventure"", ""romance"", ""historical_fiction""]",late_elementary,6.0,1900,150,4.0
OL152161W,Uncle Tom's Cabin,Harriet Beecher Stowe,,"[""romance"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL176092W,The Moonstone,Wilkie Collins,,"[""mystery"", ""romance"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL81294W,Women in Love,D. H. Lawrence,,"[""fantasy"", ""romance""]",late_elementary,6.0,1900,150,4.0
OL1103093W,Cranford,Elizabeth Cleghorn Gaskell,,"[""romance""]",high_school,10.0,1900,150,4.0
OL44986W,Jude the Obscure,Thomas Hardy,,"[""nature"", ""romance"", ""historical_fiction""]",high_school,10.0,1900,150,4.0
OL44973W,"Under the Greenwood Tree or, The Mellstock quire",Thomas Hardy,,"[""music"", ""romance"", ""historical_fiction""]",late_elementary,6.0,1900,150,4.0
OL44990W,The Woodlanders,Thomas Hardy,,"[""romance"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL77997W,The pioneers,James Fenimore Cooper,,"[""adventure"", ""romance"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL98491W,The Age of Innocence,Edith Wharton,,"[""romance"", ""historical_fiction""]",late_elementary,6.0,1900,150,4.0
OL36861W,Les Trois Mousquetaires,Alexandre Dumas,,"[""adventure"", ""romance"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL53919W,The Adventures of Tom Sawyer,Mark Twain,,"[""humor"", ""art"", ""adventure"", ""historical_fiction""]",middle_school,7.0,1900,150,4.0
OL77958W,The Last of the Mohicans,James Fenimore Cooper,,"[""adventure"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL8662242W,David Copperfield,Charles Dickens,,"[""romance"", ""historical_fiction""]",high_school,10.0,1900,150,4.0
OL53994W,The Prince and the Pauper,Mark Twain,,"[""adventure"", ""historical_fiction""]",middle_school,7.0,1900,150,4.0
OL267171W,War and Peace,Лев Толстой,,"[""historical_fiction""]",late_elementary,6.0,1900,150,4.0
OL20844W,The Red Badge of Courage,Stephen Crane,,"[""art"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL1253285W,The Scarlet Pimpernel,"Emmuska Orczy, Baroness Orczy",,"[""adventure"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL86318W,Ulysses,James Joyce,,"[""art"", ""historical_fiction"", ""science""]",late_elementary,6.0,1900,150,4.0
OL17732W,Bible,Bible,,"[""geography"", ""biography"", ""art"", ""romance"", ""music"", ""historical_fiction""]",middle_school,7.0,1900,150,4.0
OL93082W,Divina Commedia,Dante Alighieri,,"[""humor"", ""biography"", ""art"", ""romance"", ""historical_fiction""]",late_elementary,6.0,1900,150,4.0
OL69178W,Narrative of the life of Frederick Douglass,Frederick Douglass,,"[""biography"", ""art"", ""historical_fiction"", ""science""]",early_elementary,4.5,1900,150,4.0
OL78871W,Twelve years a slave,Solomon Northup,,"[""biography"", ""historical_fiction"", ""science""]",early_elementary,4.5,1900,150,4.0
OL19842W,Captains Courageous,Rudyard Kipling,,"[""biography"", ""adventure""]",middle_school,7.0,1900,150,4.0
OL531767W,The Canterbury Tales,Geoffrey Chaucer,,"[""biography"", ""mathematics"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL16333W,Leaves of Grass,Walt Whitman,,"[""biography"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL362702W,Julius Caesar,William Shakespeare,,"[""biography"", ""historical_fiction""]",middle_school,7.0,1900,150,4.0
OL86320W,Dubliners,James Joyce,,"[""biography"", ""art""]",late_elementary,6.0,1900,150,4.0
OL107195W,The Pilgrim's Progress,John Bunyan,,"[""biography"", ""adventure"", ""romance"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL26492W,Autobiography,Benjamin Franklin,,"[""horror"", ""historical_fiction"", ""biography""]",late_elementary,6.0,1900,150,4.0
OL19926W,The Second Jungle Book,Rudyard Kipling,,"[""biography"", ""nature"", ""adventure""]",early_elementary,4.5,1900,150,4.0
OL362706W,Sonnets,William Shakespeare,,"[""science"", ""biography"", ""art"", ""romance"", ""music"", ""historical_fiction""]",late_elementary,6.0,1900,150,4.0
OL260101W,The Tenant of Wildfell Hall,Anne Brontë,,"[""biography""]",late_elementary,6.0,1900,150,4.0
OL1261147W,Ab urbe condita,Titus Livius,,"[""biography"", ""historical_fiction""]",late_elementary,6.0,1900,150,4.0
OL76350W,Orthodoxy,Gilbert Keith Chesterton,,"[""biography"", ""nature"", ""historical_fiction""]",late_elementary,6.0,1900,150,4.0
OL244537W,The Art of War,孙武,,"[""art"", ""historical_fiction"", ""science""]",middle_school,7.0,1900,150,4.0
OL100672W,Candide,Voltaire,,"[""humor"", ""adventure"", ""art"", ""romance"", ""historical_fiction""]",late_elementary,6.0,1900,150,4.0
OL259026W,King Lear,William Shakespeare,,"[""art"", ""historical_fiction""]",middle_school,7.0,1900,150,4.0
OL51831W,πολιτεία,Πλάτων,,"[""art"", ""romance"", ""historical_fiction"", ""science""]",late_elementary,6.0,1900,150,4.0
OL258758W,The Merchant of Venice,William Shakespeare,,"[""humor"", ""art"", ""mathematics"", ""historical_fiction""]",middle_school,7.0,1900,150,4.0
OL258850W,Othello,William Shakespeare,,"[""art"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL43024W,As a man thinketh,James Allen,,"[""fiction""]",late_elementary,6.0,1900,150,4.0
OL76482W,Heretics,Gilbert Keith Chesterton,,"[""biography"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL55649W,Walden,Henry David Thoreau,,"[""biography"", ""nature"", ""historical_fiction"", ""science""]",early_elementary,4.5,1900,150,4.0
OL1068091W,On Liberty,John Stuart Mill,,"[""nature"", ""art"", ""science""]",late_elementary,6.0,1900,150,4.0
OL63996W,The Alhambra,Washington Irving,,"[""biography"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL629052W,Manifest der Kommunistischen Partei,Karl Marx,,"[""biography"", ""art"", ""historical_fiction"", ""science""]",late_elementary,6.0,1900,150,4.0
OL137872W,Confessions,Augustine of Hippo,,"[""biography"", ""historical_fiction""]",late_elementary,6.0,1900,150,4.0
OL357501W,Up from Slavery,Booker T. Washington,,"[""biography"", ""historical_fiction""]",high_school,10.0,1900,150,4.0
OL9170454W,Hamlet,William Shakespeare,,"[""mystery"", ""mathematics"", ""art"", ""historical_fiction""]",middle_school,7.0,1900,150,4.0
OL66544W,Persuasion,Jane Austen,,"[""romance"", ""historical_fiction""]",late_elementary,6.0,1900,150,4.0
OL102749W,Moby Dick,Herman Melville,,"[""fantasy"", ""science_fiction"", ""adventure"", ""science"", ""romance"", ""historical_fiction""]",late_elementary,6.0,1900,150,4.0
OL61981W,Ἰλιάς,Όμηρος,,"[""adventure"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL76524W,The Thirty-Nine Steps,John Buchan,,"[""mystery"", ""adventure""]",early_elementary,4.5,1900,150,4.0
OL85891W,The Jewel of Seven Stars,Bram Stoker,,"[""fantasy"", ""horror"", ""historical_fiction""]",late_elementary,6.0,1900,150,4.0
OL245401W,The Prisoner of Zenda,Anthony Hope,,"[""mystery"", ""adventure"", ""geography"", ""historical_fiction""]",high_school,10.0,1900,150,4.0
OL77950W,The deerslayer,James Fenimore Cooper,,"[""art"", ""adventure"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL78009W,The Pathfinder,James Fenimore Cooper,,"[""romance"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL74504W,White Fang,Jack London,,"[""nature"", ""adventure"", ""romance"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL24166W,Kidnapped,Robert Louis Stevenson,,"[""mystery"", ""adventure"", ""historical_fiction""]",middle_school,7.0,1900,150,4.0
OL76598W,Mr. Standfast,John Buchan,,"[""adventure"", ""historical_fiction""]",late_elementary,6.0,1900,150,4.0
OL4885721W,A strange disappearance,Anna Katharine Green,,"[""mystery""]",late_elementary,6.0,1900,150,4.0
OL2681032W,The Evil Shepherd,Edward Phillips Oppenheim,,"[""mystery""]",late_elementary,6.0,1900,150,4.0
OL2021957W,Otto of the Silver Hand,Howard Pyle,,"[""adventure"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL1099513W,Voyage au Centre de la Terre,Jules Verne,,"[""fantasy"", ""science_fiction"", ""adventure"", ""science"", ""art""]",early_elementary,4.5,1900,150,4.0
OL276386W,The Turn of the Screw,Henry James,,"[""fantasy"", ""adventure"", ""horror"", ""art"", ""romance"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL3388961W,The Great God Pan,Arthur Machen,,"[""fantasy"", ""art"", ""horror""]",late_elementary,6.0,1900,150,4.0
OL2771987W,Herland,Charlotte Perkins Gilman,,"[""fantasy"", ""adventure"", ""horror"", ""humor""]",late_elementary,6.0,1900,150,4.0
OL2895536W,Carmilla,Joseph Sheridan Le Fanu,,"[""fantasy"", ""mystery"", ""horror""]",late_elementary,6.0,1900,150,4.0
OL3388994W,The White People,Arthur Machen,,"[""horror""]",late_elementary,6.0,1900,150,4.0
OL262586W,Tales of Terror and Mystery,Arthur Conan Doyle,,"[""horror"", ""mystery""]",late_elementary,6.0,1900,150,4.0
OL81626W,Carrie,Stephen King,,"[""science_fiction"", ""horror"", ""science""]",middle_school,7.0,1900,150,4.0
OL2288676W,Brood of the Witch-Queen,Sax Rohmer,,"[""fantasy"", ""horror"", ""historical_fiction""]",late_elementary,6.0,1900,150,4.0
OL2700643W,The Damned,Algernon Blackwood,,"[""horror""]",late_elementary,6.0,1900,150,4.0
OL81634W,Misery,Stephen King,,"[""science_fiction"", ""horror"", ""science""]",late_elementary,6.0,1900,150,4.0
OL81633W,The Shining,Stephen King,,"[""horror"", ""historical_fiction""]",late_elementary,6.0,1900,150,4.0
OL81613W,It,Stephen King,,"[""horror"", ""science""]",late_elementary,6.0,1900,150,4.0
OL81628W,The Gunslinger,Stephen King,,"[""fantasy"", ""science_fiction"", ""adventure"", ""science"", ""horror""]",late_elementary,6.0,1900,150,4.0
OL81629W,The Green Mile,Stephen King,,"[""horror"", ""mystery""]",late_elementary,6.0,1900,150,4.0
OL81631W,Pet Sematary,Stephen King,,"[""horror"", ""nature"", ""art""]",early_elementary,4.5,1900,150,4.0
OL2319934W,The Coral Island,Robert Michael Ballantyne,,"[""nature"", ""adventure"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL10263W,Le petit prince,Antoine de Saint-Exupéry,,"[""fantasy"", ""adventure"", ""romance""]",early_elementary,4.5,1900,150,4.0
OL54147W,"Tom Sawyer, Detective",Mark Twain,,"[""humor"", ""mystery"", ""adventure"", ""biography""]",early_elementary,4.5,1900,150,4.0
OL82537W,Harry Potter and the Chamber of Secrets,J. K. Rowling,,"[""fantasy"", ""art"", ""adventure"", ""humor""]",early_elementary,4.5,1900,150,4.0
OL27455W,The Return of the King,J.R.R. Tolkien,,"[""fantasy"", ""art"", ""adventure""]",early_elementary,4.5,1900,150,4.0
OL82536W,Harry Potter and the Prisoner of Azkaban,J. K. Rowling,,"[""fantasy"", ""science_fiction"", ""adventure"", ""science"", ""art""]",early_elementary,4.5,1900,150,4.0
OL455327W,Lord of the Flies,William Golding,,"[""adventure"", ""romance"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL45885W,The BFG,Roald Dahl,,"[""fantasy"", ""adventure"", ""humor""]",early_elementary,4.0,1900,150,4.0
OL17453W,She,H. Rider Haggard,,"[""fantasy"", ""science_fiction"", ""adventure"", ""science"", ""historical_fiction""]",late_elementary,6.0,1900,150,4.0
OL2455093W,Lost Horizon,James Hilton,,"[""fantasy"", ""adventure""]",late_elementary,6.0,1900,150,4.0
OL63985W,The Legend of Sleepy Hollow,Washington Irving,,"[""fantasy"", ""horror"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL14868783W,The Cricket on the Hearth,Charles Dickens,,"[""art"", ""romance"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL99529W,The Book of Dragons,Edith Nesbit,,"[""fantasy""]",early_elementary,4.5,1900,150,4.0
OL7180368W,Decamerone,Giovanni Boccaccio,,"[""humor"", ""art"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL2775807W,Pollyanna,Eleanor Hodgman Porter,,"[""adventure"", ""historical_fiction""]",early_elementary,4.5,1900,150,4.0
OL262463W,Memoirs of Sherlock Holmes [11 stories],Arthur Conan Doyle,,"[""biography"", ""mystery"", ""adventure""]",early_elementary,4.5,1900,150,4.0
OL262341W,Baum's American Fairy Tales,L. Frank Baum,,"[""fantasy""]",early_elementary,4.5,1900,150,4.0
OL76483W,The Wisdom of Father Brown,Gilbert Keith Chesterton,,"[""mystery""]",late_elementary,6.0,1900,150,4.0
OL30056W,Flower Fables,Louisa May Alcott,,"[""fiction""]",early_elementary,4.5,1900,150,4.0
